Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;PROTECCION MANGUERA ESPIRAL PVC  3/8;;;8.000;;;;;;-8.000;
31;;;Octubre;;12.815;;Traspaso;;0;TERMINAL BATERIA BORNE GRANDE;;;5.067;;;;;;-13.067;
31;;;Octubre;;12.815;;Traspaso;;0;TUERCA PERNO ZAPATA;;;20.412;;;;;;-33.479;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO KOMATSU ACEITE 6736-51-5142;;;18.777;;;;;;-52.256;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO KOMATSU AIRE CABINA 2A5-979-1551;;;46.005;;;;;;-98.261;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO AIRE 600-185-4100;;;83.091;;;;;;-181.352;
30;;;Noviembre;;13.564;;Traspaso;;0;TENSOR;;;277.075;;;;;;-458.427;
30;;;Noviembre;;13.564;;Traspaso;;0;ENGRASADORA MANUAL;;;24.322;;;;;;-482.749;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO KOMATSU COMBUSTIBLE 6754-79-6140;;;21.807;;;;;;-504.556;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO KOMATSU AIRE CABINA EXTERIOR 17M-911-3530;;;45.759;;;;;;-550.315;
30;;;Noviembre;;13.564;;Traspaso;;0;FLEXIBLE PARA ENGRASADORA;;;7.208;;;;;;-557.523;
30;;;Noviembre;;13.564;;Traspaso;;0;GRASA MULTIPROPOSITO MOBIL 400 GRS;;;33.780;;;;;;-591.303;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO BALWIN BF-1249;;;18.927;;;;;;-610.230;
19;;;Diciembre;;13.618;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;14.120;FAEL/14120/AMERICAN IMPORTS SPA;;;38.476;;;;;;-648.706;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;648.706;;;;;;-648.706;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
30;;;Noviembre;;13.101;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;138;FAEL/138/ZONA FRIO AUTOMOTRIZ SPA;;;93.750;;;;;;-93.750;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;93.750;;;;;;-93.750;
Cuenta;;;;;401010106 SERVICIO TRANSPORTES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
16;;;Diciembre;;13.542;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;377;FAEL/377/Servicios de transporte ERCON spa;;;730.000;;;;;;-730.000;
16;;;Diciembre;;13.543;;Traspaso;NOTA DE CREDITO ELECTRONICA PROVEEDOR;12;NCEL/12/Servicios de transporte ERCON spa;;;;;;730.000;;;;
;;;;;;;;;;;;;;;;;;;;
Total 401010106 SERVICIO TRANSPORTES;;;;;;;;;;;;;730.000;;;730.000;;;;
;;;;;;;;;;;;;;;;;;;;
Total 2010200002 EX-07 EXC KOMATSU PC200;;;;;;;;;;;;;1.472.456;;;8.130.000;;;;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010200003 EX-08 EXC KOMATSU PC200;;;;;;;;;;;;;;;
Cuenta;;;;;301010101 INGRESOS ARRIENDO MAQUINARIA;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
12;;;Diciembre;;13.392;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.579;FECN/2579/INGENIERIA Y CONSTRUCCION HARCHA LTDA;;;;;;300.000;;;300.000;
;;;;;;;;;;;;;;;;;;;;
Total 301010101 INGRESOS ARRIENDO MAQUINARIA;;;;;;;;;;;;;;;;300.000;;;300.000;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;243.880;;;;;;-243.880;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;78.390;;;;;;-322.270;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;55.044;;;;;;-377.314;
;;;;;;;;;;;;;;;;;;;;
Total 401010101 COMBUSTIBLES;;;;;;;;;;;;;377.314;;;;;;-377.314;
Obra;;;;;20102 EXCAVADORAS;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
3;;;Octubre;;12.299;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;589.830;FAEL/589830/PERNOS SAN MARTIN LIMITADA;;;69.905;;;;;;-69.905;
6;;;Octubre;;12.374;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.161;FAEL/13161/AMERICAN IMPORTS SPA;;;10.350;;;;;;-80.255;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-85.021;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-89.787;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 1/8;;;19.620;;;;;;-109.407;
31;;;Octubre;;12.815;;Traspaso;;0;LOGO;;;9.483;;;;;;-118.890;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;10.053;;;;;;-128.943;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;10.053;;;;;;-138.996;
31;;;Octubre;;12.815;;Traspaso;;0;ADAPTADOR 16-12;;;5.158;;;;;;-144.154;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE HIDRAULICO 46 TAMBOR;;;117.000;;;;;;-261.154;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE HIDRAULICO 46 TAMBOR;;;405.600;;;;;;-666.754;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE HIDRAULICO 46 TAMBOR;;;19.500;;;;;;-686.254;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.525;;;;;;-687.779;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 3/32;;;20.255;;;;;;-708.034;
31;;;Octubre;;12.815;;Traspaso;;0;CALZA T-35;;;95.990;;;;;;-804.024;
31;;;Octubre;;12.815;;Traspaso;;0;TRABADOR ALTO TORQUE 50 GR(TRABA ROSCAS);;;26.046;;;;;;-830.070;
31;;;Octubre;;12.815;;Traspaso;;0;RUEDA TENSORA;;;278.000;;;;;;-1.108.070;
31;;;Octubre;;12.815;;Traspaso;;0;SILICONA GRIS ALTA TEMPERATURA;;;3.877;;;;;;-1.111.947;
31;;;Octubre;;12.815;;Traspaso;;0;KIT PASADOR Y SEGURO CALZA T35;;;11.370;;;;;;-1.123.317;
31;;;Octubre;;12.815;;Traspaso;;0;PERNO TUERCA M20 EXC KOMATSU (perno zapata);;;32.848;;;;;;-1.156.165;
31;;;Octubre;;12.815;;Traspaso;;0;GRASA MULTIPROPOSITO MOBIL 400 GRS;;;6.756;;;;;;-1.162.921;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 80W90 LSD;;;14.925;;;;;;-1.177.846;
30;;;Noviembre;;13.564;;Traspaso;;0;ESPEJO PC200;;;216.100;;;;;;-1.393.946;
30;;;Noviembre;;13.564;;Traspaso;;0;BUJE (207-70-71162) PC300;;;1.074.528;;;;;;-2.468.474;
30;;;Noviembre;;13.564;;Traspaso;;0;SENSOR PRESION POWER;;;1.231.355;;;;;;-3.699.829;
30;;;Noviembre;;13.564;;Traspaso;;0;ESCOBILLA ACERO C/MANGO;;;2.750;;;;;;-3.702.579;
30;;;Noviembre;;13.564;;Traspaso;;0;DISCO FLAP 4 1/2;;;1.590;;;;;;-3.704.169;
30;;;Noviembre;;13.564;;Traspaso;;0;TERMOSTATO;;;37.257;;;;;;-3.741.426;
30;;;Noviembre;;13.564;;Traspaso;;0;TERMOSTATO;;;24.975;;;;;;-3.766.401;
30;;;Noviembre;;13.564;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;1.202;;;;;;-3.767.603;
30;;;Noviembre;;13.564;;Traspaso;;0;SOLDADURA 7018 1/8;;;3.924;;;;;;-3.771.527;
30;;;Noviembre;;13.564;;Traspaso;;0;GRASERA RECTA 10 MM;;;696;;;;;;-3.772.223;
30;;;Noviembre;;13.564;;Traspaso;;0;ENGRASADORA MANUAL;;;24.322;;;;;;-3.796.545;
30;;;Noviembre;;13.564;;Traspaso;;0;FLEXIBLE PARA ENGRASADORA;;;7.208;;;;;;-3.803.753;
30;;;Noviembre;;13.564;;Traspaso;;0;SOLDADURA 7018 3/32;;;4.051;;;;;;-3.807.804;
30;;;Noviembre;;13.564;;Traspaso;;0;SENSOR;;;62.085;;;;;;-3.869.889;
30;;;Noviembre;;13.564;;Traspaso;;0;GRASA MULTIPROPOSITO MOBIL 400 GRS;;;33.780;;;;;;-3.903.669;
30;;;Noviembre;;13.564;;Traspaso;;0;CEPILLO DE LAMINAS 60-30 P120;;;2.424;;;;;;-3.906.093;
19;;;Diciembre;;13.619;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;14.119;FAEL/14119/AMERICAN IMPORTS SPA;;;39.540;;;;;;-3.945.633;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;3.945.633;;;;;;-3.945.633;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
9;;;Octubre;;12.382;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;4.476;FAEL/4476/MANTENIMIENTO INDUSTRIAL VICTOR ALEJANDRO GARCES BRAVO EIRL;;;10.509.432;;;;;;-10.509.432;
15;;;Diciembre;;13.464;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;14.042;FAEL/14042/AMERICAN IMPORTS SPA;;;93.250;;;;;;-10.602.682;
24;;;Diciembre;;13.663;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;701;FAEL/701/CONTRERAS VERGARA DORKA ERCILI;;;420.000;;;;;;-11.022.682;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;11.022.682;;;;;;-11.022.682;
Cuenta;;;;;401010114 SERVICIOS PENSION Y HOSPEDAJE;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
11;;;Noviembre;;12.712;;Traspaso;FACTURA DE COMPRA ELECTRONICA DE PROVEEDOR;102;FCELECP/102/PEREZ ALARCON ARIELA;;;95.000;;;;;;-95.000;
;;;;;;;;;;;;;;;;;;;;
Total 401010114 SERVICIOS PENSION Y HOSPEDAJE;;;;;;;;;;;;;95.000;;;;;;-95.000;
;;;;;;;;;;;;;;;;;;;;
Total 2010200003 EX-08 EXC KOMATSU PC200;;;;;;;;;;;;;15.440.629;;;300.000;;;-95.000;
Obra;;;;;20102 EXCAVADORAS;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010200006 EX-03 EXC JCB PC 200;;;;;;;;;;;;;;;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;191.820;;;;;;-191.820;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;95.910;;;;;;-287.730;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;267.036;;;;;;-554.766;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;187.265;;;;;;-742.031;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;133.440;;;;;;-875.471;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;149.286;;;;;;-1.024.757;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;274.365;;;;;;-1.299.122;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;128.400;;;;;;-1.427.522;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;94.160;;;;;;-1.521.682;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;238.560;;;;;;-1.760.242;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;238.560;;;;;;-1.998.802;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;136.320;;;;;;-2.135.122;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;152.075;;;;;;-2.287.197;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;70.720;;;;;;-2.357.917;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;156.520;;;;;;-2.514.437;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;92.820;;;;;;-2.607.257;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;141.570;;;;;;-2.748.827;
;;;;;;;;;;;;;;;;;;;;
Total 401010101 COMBUSTIBLES;;;;;;;;;;;;;2.748.827;;;;;;-2.748.827;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 68 TAMBOR;;;97.500;;;;;;-97.500;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 68 TAMBOR;;;39.000;;;;;;-136.500;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 68 TAMBOR;;;39.000;;;;;;-175.500;
31;;;Octubre;;12.815;;Traspaso;;0;FERRULA R1-R2 10;;;1.740;;;;;;-177.240;
31;;;Octubre;;12.815;;Traspaso;;0;HEMBRA FOR 1/2;;;4.623;;;;;;-181.863;
31;;;Octubre;;12.815;;Traspaso;;0;REFRIGERANTE TAMBOR;;;12.750;;;;;;-194.613;
31;;;Octubre;;12.815;;Traspaso;;0;REFRIGERANTE TAMBOR;;;15.300;;;;;;-209.913;
25;;;Noviembre;;12.919;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.709;FAEL/13709/AMERICAN IMPORTS SPA;;;18.600;;;;;;-228.513;
27;;;Noviembre;;12.971;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.781;FAEL/13781/AMERICAN IMPORTS SPA;;;12.000;;;;;;-240.513;
30;;;Noviembre;;13.564;;Traspaso;;0;INTERRUPTOR PALANCA;;;3.193;;;;;;-243.706;
30;;;Noviembre;;13.564;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;67.020;;;;;;-310.726;
30;;;Noviembre;;13.564;;Traspaso;;0;ACEITE 68 TAMBOR;;;39.000;;;;;;-349.726;
30;;;Noviembre;;13.564;;Traspaso;;0;BOLSA DE PAÑOS;;;1.512;;;;;;-351.238;
30;;;Noviembre;;13.564;;Traspaso;;0;BOLSA DE PAÑOS;;;1.512;;;;;;-352.750;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-357.516;
30;;;Noviembre;;13.564;;Traspaso;;0;CORTA CORRIENTE SPB;;;20.348;;;;;;-377.864;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIA CONTACTO;;;5.574;;;;;;-383.438;
30;;;Noviembre;;13.564;;Traspaso;;0;TEFLON;;;1.876;;;;;;-385.314;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO BALWIN RS3992;;;65.640;;;;;;-450.954;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO DONALDSON P552564;;;14.233;;;;;;-465.187;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO FLEETGUARD AF26396;;;36.200;;;;;;-501.387;
30;;;Noviembre;;13.564;;Traspaso;;0;ABRAZADERA ZEBRA 16-27;;;1.536;;;;;;-502.923;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO DONALDSON P551424;;;26.017;;;;;;-528.940;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;528.940;;;;;;-528.940;
;;;;;;;;;;;;;;;;;;;;
Total 2010200006 EX-03 EXC JCB PC 200;;;;;;;;;;;;;3.277.767;;;;;;-528.940;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010200008 EX-06 EXCAVADORA JCB 330;;;;;;;;;;;;;;;
Obra;;;;;20102 EXCAVADORAS;;;;;;;;;;;;;;;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;7.722;;;;;;-7.722;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;250.250;;;;;;-257.972;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;173.800;;;;;;-431.772;
;;;;;;;;;;;;;;;;;;;;
Total 401010101 COMBUSTIBLES;;;;;;;;;;;;;431.772;;;;;;-431.772;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-4.766;
31;;;Octubre;;12.815;;Traspaso;;0;ROST OFF;;;3.821;;;;;;-8.587;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.525;;;;;;-10.112;
31;;;Octubre;;12.815;;Traspaso;;0;GRASA MULTIPROPOSITO MOBIL 400 GRS;;;3.378;;;;;;-13.490;
31;;;Octubre;;12.815;;Traspaso;;0;PERNO PARKER C/CIL G12.9;;;31.200;;;;;;-44.690;
30;;;Noviembre;;13.564;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;33.510;;;;;;-78.200;
30;;;Noviembre;;13.564;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;117.285;;;;;;-195.485;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO FLEETGUARD AF26397;;;46.836;;;;;;-242.321;
30;;;Noviembre;;13.564;;Traspaso;;0;ENFRIADOR DE ACEITE;;;85.332;;;;;;-327.653;
30;;;Noviembre;;13.564;;Traspaso;;0;HUINCHA AISLADORA;;;2.049;;;;;;-329.702;
30;;;Noviembre;;13.564;;Traspaso;;0;DISCO FLAP 4 1/2;;;795;;;;;;-330.497;
30;;;Noviembre;;13.564;;Traspaso;;0;CINTA ENGOMADA;;;2.185;;;;;;-332.682;
30;;;Noviembre;;13.564;;Traspaso;;0;ACEITE 68 TAMBOR;;;39.000;;;;;;-371.682;
30;;;Noviembre;;13.564;;Traspaso;;0;ACEITE 68 TAMBOR;;;405.600;;;;;;-777.282;
30;;;Noviembre;;13.564;;Traspaso;;0;BOLSA DE PAÑOS;;;3.024;;;;;;-780.306;
30;;;Noviembre;;13.564;;Traspaso;;0;GRASERA RECTA 10 MM;;;696;;;;;;-781.002;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-785.768;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-790.534;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-795.300;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-800.066;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO DONALDSON P782107;;;18.413;;;;;;-818.479;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO FLEETGUARD FF185;;;5.494;;;;;;-823.973;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO DONALDSON P551424;;;26.215;;;;;;-850.188;
30;;;Noviembre;;13.564;;Traspaso;;0;MARCADOR DE METAL (LAPIZ);;;3.782;;;;;;-853.970;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO FLETTGUARD LF3478;;;10.830;;;;;;-864.800;
30;;;Noviembre;;13.564;;Traspaso;;0;REFRIGERANTE TAMBOR;;;51.000;;;;;;-915.800;
30;;;Noviembre;;13.564;;Traspaso;;0;FOCO FAENERO LED CUADRADO 12v/24v;;;36.704;;;;;;-952.504;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO FLEETGUARD HF28836;;;20.769;;;;;;-973.273;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO JCB RETORNO HID 335/G0474;;;91.444;;;;;;-1.064.717;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;1.064.717;;;;;;-1.064.717;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
3;;;Octubre;;12.353;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;3.895;FAEL/3895/SOCIEDAD COMERCIAL E INDUSTRIAL ZIROTTI HERMANOS SPA;;;770.000;;;;;;-770.000;
9;;;Octubre;;12.381;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;1.243;FAEL/1243/RAUL DIAZ FIGUEROA;;;290.000;;;;;;-1.060.000;
31;;;Octubre;;12.629;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;3.295;FAEL/3295/MAUTZ PUSCHEL IRENE ELISABETH;;;271.400;;;;;;-1.331.400;
23;;;Noviembre;;12.837;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;41.290;FAEL/41290/Janssen Maquinaria Spa;;;36.331;;;;;;-1.367.731;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;1.367.731;;;;;;-1.367.731;
Cuenta;;;;;401010104 ELEMENTOS DE PROTECCION PERSONAL;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
30;;;Noviembre;;13.564;;Traspaso;;0;BOTIQUIN;;;10.687;;;;;;-10.687;
30;;;Noviembre;;13.564;;Traspaso;;0;OVEROL PAPEL TALLA L;;;1.794;;;;;;-12.481;
30;;;Noviembre;;13.564;;Traspaso;;0;CHALECO MALLA XL;;;2.614;;;;;;-15.095;
;;;;;;;;;;;;;;;;;;;;
Total 401010104 ELEMENTOS DE PROTECCION PERSONAL;;;;;;;;;;;;;15.095;;;;;;-15.095;
Obra;;;;;20102 EXCAVADORAS;;;;;;;;;;;;;;;
Cuenta;;;;;401020107 CORRESPONDENCIA;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
8;;;Octubre;;12.042;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.087.611;FX 13087611 ENCOMIENDA EXC06;;;11.487;;;;;;-11.487;
26;;;Noviembre;;12.948;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.165.675;ENCOMIENDA EXCAV 06;;;11.487;;;;;;-22.974;
;;;;;;;;;;;;;;;;;;;;
Total 401020107 CORRESPONDENCIA;;;;;;;;;;;;;22.974;;;;;;-22.974;
;;;;;;;;;;;;;;;;;;;;
Total 2010200008 EX-06 EXCAVADORA JCB 330;;;;;;;;;;;;;2.902.289;;;;;;-22.974;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010200009 EX-02 EXCAVADORA KOBELCO EKOB2 ZX4320-0;;;;;;;;;;;;;;;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
27;;;Noviembre;;12.976;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;10.463;FAEL/10463/SOC.IND. DE MOTOR SIMOTOR S.A.;;;1.919.305;;;;;;-1.919.305;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;1.919.305;;;;;;-1.919.305;
;;;;;;;;;;;;;;;;;;;;
Total 2010200009 EX-02 EXCAVADORA KOBELCO EKOB2 ZX4320-0;;;;;;;;;;;;;1.919.305;;;;;;-1.919.305;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010200010 MX-03 MINIEXCAVADORA JCB;;;;;;;;;;;;;;;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
