31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;23.112;;;;;;-140.272;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;8.340;;;;;;-148.612;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;12.510;;;;;;-161.122;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;67.040;;;;;;-228.162;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;22.518;;;;;;-250.680;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;34.840;;;;;;-285.520;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;25.020;;;;;;-310.540;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;4.170;;;;;;-314.710;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;33.360;;;;;;-348.070;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;33.360;;;;;;-381.430;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;26.130;;;;;;-407.560;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;27.744;;;;;;-435.304;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;34.680;;;;;;-469.984;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;25.560;;;;;;-495.544;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;6.816;;;;;;-502.360;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;68.160;;;;;;-570.520;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;8.520;;;;;;-579.040;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;8.520;;;;;;-587.560;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;8.380;;;;;;-595.940;
30;;;Noviembre;;13.562;;Traspaso;;0;GASOLINA 93 OCTANOS;;;3.650;;;;;;-599.590;
30;;;Noviembre;;13.562;;Traspaso;;0;GASOLINA 93 OCTANOS;;;711;;;;;;-600.301;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;26.520;;;;;;-626.821;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;9.100;;;;;;-635.921;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;72.800;;;;;;-708.721;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;18.200;;;;;;-726.921;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;27.300;;;;;;-754.221;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;18.200;;;;;;-772.421;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;31.850;;;;;;-804.271;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;36.400;;;;;;-840.671;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;43.680;;;;;;-884.351;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;70.720;;;;;;-955.071;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;17.680;;;;;;-972.751;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;68.775;;;;;;-1.041.526;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;5.304;;;;;;-1.046.830;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;48.620;;;;;;-1.095.450;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;2.652;;;;;;-1.098.102;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;22.100;;;;;;-1.120.202;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;1.768;;;;;;-1.121.970;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;34.320;;;;;;-1.156.290;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;47.190;;;;;;-1.203.480;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;25.740;;;;;;-1.229.220;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;25.740;;;;;;-1.254.960;
Obra;;;;;10101 OFICINA CENTRAL;;;;;;;;;;;;;;;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;3.432;;;;;;-1.258.392;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;68.640;;;;;;-1.327.032;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;34.760;;;;;;-1.361.792;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;8.690;;;;;;-1.370.482;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;46.926;;;;;;-1.417.408;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;33.022;;;;;;-1.450.430;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;8.690;;;;;;-1.459.120;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;1.738;;;;;;-1.460.858;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;35.360;;;;;;-1.496.218;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;17.380;;;;;;-1.513.598;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;26.070;;;;;;-1.539.668;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;69.520;;;;;;-1.609.188;
10;;;Diciembre;;13.337;;Traspaso;;1.479.498;3 LTS GASOLINA TRASLADO RAMIRO GOMEZ;;;5.000;;;;;;-1.614.188;
;;;;;;;;;;;;;;;;;;;;
Total 401010101 COMBUSTIBLES;;;;;;;;;;;;;1.614.188;;;;;;-1.614.188;
Obra;;;;;10101 OFICINA CENTRAL;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
1;;;Octubre;;12.360;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;1.526;FAEL/1526/RAMIREZ SAEZ ISMAEL ERISALDO;;;34.454;;;;;;-34.454;
1;;;Octubre;;11.949;;Traspaso;NOTA DE CREDITO ELECTRONICA PROVEEDOR;312;NCEL/312/AMERICAN IMPORTS SPA;;;;;;190.520;;;156.066;
2;;;Octubre;;12.380;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;96.537;FAEL/96537/CHILEMAQ S.A.;;;837.250;;;;;;-681.184;
2;;;Octubre;;12.354;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;6.371.859;FAEL/6371859/PRODALAM S.A.;;;452.196;;;;;;-1.133.380;
3;;;Octubre;;12.352;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;9.129;FAEL/9129/ANVALCHILE SPA;;;46.891;;;;;;-1.180.271;
3;;;Octubre;;12.379;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;96.545;FAEL/96545/CHILEMAQ S.A.;;;144.500;;;;;;-1.324.771;
7;;;Octubre;;11.984;;Traspaso;;3.297.727;B/ 3297717 ANILLEROS HIDRAULICOS;;;54.300;;;;;;-1.379.071;
13;;;Octubre;;12.154;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;123.479;FX 123479 FUSIBLE TALLER;;;2.440;;;;;;-1.381.511;
13;;;Octubre;;12.452;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;18.526;FAEL/18526/BLUMAQ CHILE S.A;;;75.600;;;;;;-1.457.111;
17;;;Octubre;;12.179;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;36.470;BOMBA TALLE (CASA );;;37.816;;;;;;-1.494.927;
20;;;Octubre;;12.439;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;1.825.267;FAEL/1825267/Indura SA;;;367.752;;;;;;-1.862.679;
20;;;Octubre;;12.453;;Traspaso;NOTA DE CREDITO ELECTRONICA PROVEEDOR;1.357;NCEL/1357/BLUMAQ CHILE S.A;;;;;;75.600;;;-1.787.079;
31;;;Octubre;;12.815;;Traspaso;;0;DILUYENTE;;;28.404;;;;;;-1.815.483;
31;;;Octubre;;12.815;;Traspaso;;0;MALLA ACMAFOR;;;65.178;;;;;;-1.880.661;
31;;;Octubre;;12.815;;Traspaso;;0;SPRAY NEGRO;;;3.281;;;;;;-1.883.942;
31;;;Octubre;;12.815;;Traspaso;;0;SPRAY NEGRO;;;3.281;;;;;;-1.887.223;
31;;;Octubre;;12.814;;Traspaso;;0;CAIMAN;;;8.441;;;;;;-1.895.664;
31;;;Octubre;;12.814;;Traspaso;;0;CAIMAN;;;8.441;;;;;;-1.904.105;
31;;;Octubre;;12.814;;Traspaso;;0;JUEGO ALICATE SEGUROS SEAGER;;;12.605;;;;;;-1.916.710;
31;;;Octubre;;12.814;;Traspaso;;0;PATO ACEITERO;;;103.793;;;;;;-2.020.503;
31;;;Octubre;;12.815;;Traspaso;;0;AUTOPERFORANTE;;;11.100;;;;;;-2.031.603;
31;;;Octubre;;12.815;;Traspaso;;0;AUTOPERFORANTE;;;5.500;;;;;;-2.037.103;
31;;;Octubre;;12.815;;Traspaso;;0;ANGULO LAMINADO;;;50.970;;;;;;-2.088.073;
31;;;Octubre;;12.815;;Traspaso;;0;POLICARBONATO PARA MASCARA SOLDAR;;;7.283;;;;;;-2.095.356;
31;;;Octubre;;12.815;;Traspaso;;0;POLICARBONATO PARA MASCARA SOLDAR;;;7.283;;;;;;-2.102.639;
31;;;Octubre;;12.815;;Traspaso;;0;MARCADOR DE METAL (TIZA);;;604;;;;;;-2.103.243;
31;;;Octubre;;12.815;;Traspaso;;0;MARCADOR DE METAL (TIZA);;;578;;;;;;-2.103.821;
31;;;Octubre;;12.815;;Traspaso;;0;MARCADOR DE METAL (TIZA);;;578;;;;;;-2.104.399;
31;;;Octubre;;12.815;;Traspaso;;0;MARCADOR DE METAL (LAPIZ);;;3.782;;;;;;-2.108.181;
31;;;Octubre;;12.815;;Traspaso;;0;MARCADOR DE METAL (LAPIZ);;;3.782;;;;;;-2.111.963;
31;;;Octubre;;12.815;;Traspaso;;0;ANGULO;;;129.040;;;;;;-2.241.003;
31;;;Octubre;;12.814;;Traspaso;;0;LIJA GRANO 120;;;8.000;;;;;;-2.249.003;
31;;;Octubre;;12.814;;Traspaso;;0;HUINCHA MEDIR 10 M;;;11.926;;;;;;-2.260.929;
31;;;Octubre;;12.814;;Traspaso;;0;HUINCHA MEDIR 10 M;;;11.926;;;;;;-2.272.855;
31;;;Octubre;;12.814;;Traspaso;;0;JUEGO LLAVE PUNTA CORONA 10 A 32 MM;;;66.578;;;;;;-2.339.433;
31;;;Octubre;;12.814;;Traspaso;;0;CAJA DE HERRAMIENTAS;;;35.818;;;;;;-2.375.251;
31;;;Octubre;;12.814;;Traspaso;;0;CAJA DE HERRAMIENTAS;;;35.818;;;;;;-2.411.069;
31;;;Octubre;;12.814;;Traspaso;;0;CORTA CARTON;;;4.622;;;;;;-2.415.691;
31;;;Octubre;;12.814;;Traspaso;;0;JUEGO DE LLAVES;;;30.504;;;;;;-2.446.195;
31;;;Octubre;;12.814;;Traspaso;;0;BARROTE;;;20.168;;;;;;-2.466.363;
31;;;Octubre;;12.814;;Traspaso;;0;COMBO CON MANGO 4 LBS;;;10.124;;;;;;-2.476.487;
31;;;Octubre;;12.814;;Traspaso;;0;MARTILLO GOMA BLANCO;;;4.202;;;;;;-2.480.689;
31;;;Octubre;;12.814;;Traspaso;;0;JUEGO DESTORNILLADOR;;;10.079;;;;;;-2.490.768;
31;;;Octubre;;12.814;;Traspaso;;0;HUINCHA MEDIR 7.5MTS;;;9.181;;;;;;-2.499.949;
31;;;Octubre;;12.814;;Traspaso;;0;JUEGO DESATORNILLADOR;;;11.461;;;;;;-2.511.410;
31;;;Octubre;;12.814;;Traspaso;;0;ALICATE INTERIOR CURVO;;;3.782;;;;;;-2.515.192;
31;;;Octubre;;12.814;;Traspaso;;0;ALICATE EXTERIOR CURVO;;;3.782;;;;;;-2.518.974;
31;;;Octubre;;12.814;;Traspaso;;0;LLAVE CINTA;;;8.207;;;;;;-2.527.181;
31;;;Octubre;;12.814;;Traspaso;;0;JUEGO LLAVES TORNX;;;8.403;;;;;;-2.535.584;
31;;;Octubre;;12.814;;Traspaso;;0;CAJA DE DADOS;;;71.429;;;;;;-2.607.013;
31;;;Octubre;;12.814;;Traspaso;;0;CAJA DE DADOS;;;71.429;;;;;;-2.678.442;
Obra;;;;;10101 OFICINA CENTRAL;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.814;;Traspaso;;0;ALICATE PELA CABLE;;;7.983;;;;;;-2.686.425;
31;;;Octubre;;12.815;;Traspaso;;0;ALAMBRE TUBULAR 71T-1 1.2;;;30.071;;;;;;-2.716.496;
31;;;Octubre;;12.815;;Traspaso;;0;ALAMBRE TUBULAR 71T-1 1.2;;;30.071;;;;;;-2.746.567;
31;;;Octubre;;12.815;;Traspaso;;0;ALAMBRE TUBULAR 71T-1 1.2;;;31.556;;;;;;-2.778.123;
31;;;Octubre;;12.815;;Traspaso;;0;ALAMBRE TUBULAR 71T-1 1.2;;;31.556;;;;;;-2.809.679;
31;;;Octubre;;12.815;;Traspaso;;0;ALAMBRE TUBULAR 71T-1 1.2;;;30.071;;;;;;-2.839.750;
31;;;Octubre;;12.815;;Traspaso;;0;AMPOLLETA H7 24V;;;7.394;;;;;;-2.847.144;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;9.532;;;;;;-2.856.676;
31;;;Octubre;;12.815;;Traspaso;;0;BARBIQUEJO GANCHO METALICO;;;290;;;;;;-2.856.966;
31;;;Octubre;;12.815;;Traspaso;;0;ENCHUFE DOMICILIARIO MACHO;;;1.966;;;;;;-2.858.932;
31;;;Octubre;;12.815;;Traspaso;;0;ENCHUFE DOMICILIARIO HEMBRA;;;2.035;;;;;;-2.860.967;
31;;;Octubre;;12.815;;Traspaso;;0;LIJA;;;747;;;;;;-2.861.714;
31;;;Octubre;;12.815;;Traspaso;;0;LOGO CODIGO INTERNO;;;19.680;;;;;;-2.881.394;
31;;;Octubre;;12.815;;Traspaso;;0;BROCHA 3;;;3.347;;;;;;-2.884.741;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO ABSORCION DE AGUA 150/30;;;155.000;;;;;;-3.039.741;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO ABSORCION DE AGUA 150/30;;;155.000;;;;;;-3.194.741;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.015;;;;;;-3.197.756;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.201.374;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.204.992;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.208.610;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.212.228;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.215.846;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.219.464;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.015;;;;;;-3.222.479;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;4.221;;;;;;-3.226.700;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;6.030;;;;;;-3.232.730;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;1.809;;;;;;-3.234.539;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.238.157;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;6.030;;;;;;-3.244.187;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;4.824;;;;;;-3.249.011;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.015;;;;;;-3.252.026;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.255.644;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.618;;;;;;-3.259.262;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;5.427;;;;;;-3.264.689;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;4.221;;;;;;-3.268.910;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 4 1/2;;;3.015;;;;;;-3.271.925;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIA CONTACTO;;;11.300;;;;;;-3.283.225;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIA CONTACTO;;;5.650;;;;;;-3.288.875;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIA CONTACTO;;;5.650;;;;;;-3.294.525;
31;;;Octubre;;12.815;;Traspaso;;0;CARBONES 1/4;;;18.150;;;;;;-3.312.675;
31;;;Octubre;;12.815;;Traspaso;;0;CARBONES 1/4;;;16.150;;;;;;-3.328.825;
31;;;Octubre;;12.815;;Traspaso;;0;CARBONES 1/4;;;16.150;;;;;;-3.344.975;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 1/8;;;4.311;;;;;;-3.349.286;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 1/8;;;4.311;;;;;;-3.353.597;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 1/8;;;4.311;;;;;;-3.357.908;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 1/8;;;8.622;;;;;;-3.366.530;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 1/8;;;8.622;;;;;;-3.375.152;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 1/8;;;4.311;;;;;;-3.379.463;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 6011 3/ 32;;;4.799;;;;;;-3.384.262;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 3/32;;;12.153;;;;;;-3.396.415;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 3/32;;;4.051;;;;;;-3.400.466;
Obra;;;;;10101 OFICINA CENTRAL;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 3/32;;;4.051;;;;;;-3.404.517;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 3/32;;;4.051;;;;;;-3.408.568;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 3/32;;;8.102;;;;;;-3.416.670;
31;;;Octubre;;12.815;;Traspaso;;0;PINTURA SPRAY NEGRA;;;3.281;;;;;;-3.419.951;
31;;;Octubre;;12.815;;Traspaso;;0;PINTURA SPRAY NEGRA;;;3.281;;;;;;-3.423.232;
31;;;Octubre;;12.815;;Traspaso;;0;URETANO;;;9.412;;;;;;-3.432.644;
31;;;Octubre;;12.815;;Traspaso;;0;RUEDA RIEL;;;27.072;;;;;;-3.459.716;
31;;;Octubre;;12.815;;Traspaso;;0;HUINCHA AISLADORA;;;2.641;;;;;;-3.462.357;
31;;;Octubre;;12.815;;Traspaso;;0;HUINCHA AISLADORA;;;5.546;;;;;;-3.467.903;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;7.809;;;;;;-3.475.712;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;2.603;;;;;;-3.478.315;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;13.015;;;;;;-3.491.330;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;2.603;;;;;;-3.493.933;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;2.603;;;;;;-3.496.536;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;2.603;;;;;;-3.499.139;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;2.603;;;;;;-3.501.742;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 4 1/2;;;5.206;;;;;;-3.506.948;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO FLAP 7;;;23.976;;;;;;-3.530.924;
31;;;Octubre;;12.815;;Traspaso;;0;OXIGENO;;;69.788;;;;;;-3.600.712;
31;;;Octubre;;12.815;;Traspaso;;0;OXIGENO;;;69.759;;;;;;-3.670.471;
31;;;Octubre;;12.815;;Traspaso;;0;PERFIL;;;140.745;;;;;;-3.811.216;
31;;;Octubre;;12.815;;Traspaso;;0;PERFIL;;;239.000;;;;;;-4.050.216;
31;;;Octubre;;12.815;;Traspaso;;0;ROST OFF;;;4.351;;;;;;-4.054.567;
31;;;Octubre;;12.815;;Traspaso;;0;ROST OFF;;;8.702;;;;;;-4.063.269;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 7;;;22.675;;;;;;-4.085.944;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DE CORTE 7;;;4.535;;;;;;-4.090.479;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;613;;;;;;-4.091.092;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;1.226;;;;;;-4.092.318;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;1.226;;;;;;-4.093.544;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;1.226;;;;;;-4.094.770;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;613;;;;;;-4.095.383;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;1.226;;;;;;-4.096.609;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 4 1/2;;;1.226;;;;;;-4.097.835;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 7;;;17.046;;;;;;-4.114.881;
31;;;Octubre;;12.815;;Traspaso;;0;DISCO DESBASTE 7;;;28.410;;;;;;-4.143.291;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;3.050;;;;;;-4.146.341;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.565;;;;;;-4.147.906;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.528;;;;;;-4.149.434;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.565;;;;;;-4.150.999;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.565;;;;;;-4.152.564;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.528;;;;;;-4.154.092;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;4.014;;;;;;-4.158.106;
31;;;Octubre;;12.815;;Traspaso;;0;SOLDADURA 7018 1/8;;;7.848;;;;;;-4.165.954;
31;;;Octubre;;12.815;;Traspaso;;0;CALZA T-45;;;199.395;;;;;;-4.365.349;
31;;;Octubre;;12.815;;Traspaso;;0;KIT PASADOR Y SEGURO CALZA T45;;;17.715;;;;;;-4.383.064;
31;;;Octubre;;12.815;;Traspaso;;0;TOBERA CONICA BERNARD 9/16 (EZ 400-600);;;14.862;;;;;;-4.397.926;
31;;;Octubre;;12.815;;Traspaso;;0;TOBERA CONICA BERNARD 9/16 (EZ 400-600);;;14.862;;;;;;-4.412.788;
31;;;Octubre;;12.815;;Traspaso;;0;BOQUILLA MIG BERNARD 1.2 (EZ-200/300/400);;;1.893;;;;;;-4.414.681;
31;;;Octubre;;12.815;;Traspaso;;0;BOQUILLA MIG BERNARD 1.2 (EZ-200/300/400);;;1.893;;;;;;-4.416.574;
31;;;Octubre;;12.815;;Traspaso;;0;BOQUILLA MIG BERNARD 1.2 (EZ-200/300/400);;;7.572;;;;;;-4.424.146;
31;;;Octubre;;12.815;;Traspaso;;0;GRASA MULTIPROPOSITO MOBIL 400 GRS;;;3.378;;;;;;-4.427.524;
Obra;;;;;10101 OFICINA CENTRAL;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;BROCA 6.5;;;2.467;;;;;;-4.429.991;
31;;;Octubre;;12.815;;Traspaso;;0;CUENTA LITROS DIGITAL K-24;;;248.032;;;;;;-4.678.023;
