31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;3.050;;;;;;-3.050;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.565;;;;;;-4.615;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;9.532;;;;;;-14.147;
31;;;Octubre;;12.815;;Traspaso;;0;BROCHA 2 PULGADA;;;1.599;;;;;;-15.746;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIA CONTACTO;;;5.650;;;;;;-21.396;
31;;;Octubre;;12.815;;Traspaso;;0;FOCO FAENERO LED CUADRADO 12v/24v;;;9.176;;;;;;-30.572;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO FLEETGUARD HF06553;;;74.376;;;;;;-104.948;
31;;;Octubre;;12.815;;Traspaso;;0;BATERIA 170 AMP;;;320.772;;;;;;-425.720;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE HIDRAULICO 46 TAMBOR;;;306.150;;;;;;-731.870;
30;;;Noviembre;;13.564;;Traspaso;;0;ABRAZADERA PLASTICA GRANDE 7,8MM X 360MM;;;1.980;;;;;;-733.850;
30;;;Noviembre;;13.564;;Traspaso;;0;BOLSA DE PAÑOS;;;1.525;;;;;;-735.375;
30;;;Noviembre;;13.564;;Traspaso;;0;BOLSA DE PAÑOS;;;1.512;;;;;;-736.887;
30;;;Noviembre;;13.564;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-741.653;
30;;;Noviembre;;13.564;;Traspaso;;0;TRABA PERNO ALTO TORQUE;;;26.046;;;;;;-767.699;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;767.699;;;;;;-767.699;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
22;;;Octubre;;12.695;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;978;FAEL/978/MACOMAT;;;1.567.500;;;;;;-1.567.500;
22;;;Octubre;;12.450;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;40.320;FAEL/40320/Janssen Maquinaria Spa;;;68.988;;;;;;-1.636.488;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;1.636.488;;;;;;-1.636.488;
Cuenta;;;;;401010104 ELEMENTOS DE PROTECCION PERSONAL;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;OVEROL PAPEL TALLA XXL;;;3.560;;;;;;-3.560;
30;;;Noviembre;;13.564;;Traspaso;;0;BOTIQUIN;;;10.687;;;;;;-14.247;
;;;;;;;;;;;;;;;;;;;;
Total 401010104 ELEMENTOS DE PROTECCION PERSONAL;;;;;;;;;;;;;14.247;;;;;;-14.247;
Cuenta;;;;;401020108 GASTOS LEGALES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
26;;;Noviembre;;12.939;;Traspaso;;22.776;AUTORIZACION DE FIRMA CARGADOR FRONTAL CKTG19;;;5.000;;;;;;-5.000;
;;;;;;;;;;;;;;;;;;;;
Total 401020108 GASTOS LEGALES;;;;;;;;;;;;;5.000;;;;;;-5.000;
Cuenta;;;;;401030107 OTROS GASTOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
26;;;Noviembre;;12.939;;Traspaso;;7.816;SOLICITUD DE PATENTE  CARGADOR  FRONTAL CKTG19;;;13.690;;;;;;-13.690;
26;;;Noviembre;;12.939;;Traspaso;;411;CONSTACIA  PERDIDA DE PATENTE CARGADOR FRONTAL CKTG19;;;3.140;;;;;;-16.830;
;;;;;;;;;;;;;;;;;;;;
Total 401030107 OTROS GASTOS;;;;;;;;;;;;;16.830;;;;;;-16.830;
;;;;;;;;;;;;;;;;;;;;
Total 2010300002 CF-03 CARGADOR FRONTAL NH;;;;;;;;;;;;;2.440.264;;;;;;-16.830;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010300003 CF-04 CARGADOR FRONTAL VOLVO CF-04;;;;;;;;;;;;;;;
Cuenta;;;;;301010101 INGRESOS ARRIENDO MAQUINARIA;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
9;;;Octubre;;12.052;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.527;FECN/2527/MELON SA;;;;;;191.505;;;191.505;
;;;;;;;;;;;;;;;;;;;;
Total 301010101 INGRESOS ARRIENDO MAQUINARIA;;;;;;;;;;;;;;;;191.505;;;191.505;
Obra;;;;;20103 CARGADORES;;;;;;;;;;;;;;;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
30;;;Octubre;;12.547;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;21.901.252;20 LTS GASOLINA TRASLADO PERSONAL JULIO URIBE  SEMANA DEL 27 AL 30 OCT.;;;14.492;;;;;;-14.492;
30;;;Octubre;;12.547;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;21.901.252;20 LTS GASOLINA TRASLADO PERSONAL JULIO URIBE  SEMANA DEL 27 AL 30 OCT.;;;8.834;;;;;;-23.326;
30;;;Octubre;;12.548;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;5.546.832;20 LTS GASOLINA TRASLADO PERSONAL JULIO URIBE  SEMANA DEL 20 AL 24 OCT.;;;14.639;;;;;;-37.965;
30;;;Octubre;;12.548;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;5.546.832;20 LTS GASOLINA TRASLADO PERSONAL JULIO URIBE  SEMANA DEL 20 AL 24 OCT.;;;8.660;;;;;;-46.625;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;63.583;;;;;;-110.208;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;118.428;;;;;;-228.636;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;8.710;;;;;;-237.346;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;125.100;;;;;;-362.446;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;94.242;;;;;;-456.688;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;90.906;;;;;;-547.594;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;91.740;;;;;;-639.334;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;126.126;;;;;;-765.460;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;80.080;;;;;;-845.540;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;94.380;;;;;;-939.920;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;138.788;;;;;;-1.078.708;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;98.124;;;;;;-1.176.832;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;101.660;;;;;;-1.278.492;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;103.428;;;;;;-1.381.920;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;124.670;;;;;;-1.506.590;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;131.950;;;;;;-1.638.540;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;147.420;;;;;;-1.785.960;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;103.740;;;;;;-1.889.700;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;131.219;;;;;;-2.020.919;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;167.960;;;;;;-2.188.879;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;142.516;;;;;;-2.331.395;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;128.612;;;;;;-2.460.007;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;138.171;;;;;;-2.598.178;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;206.822;;;;;;-2.805.000;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;119.262;;;;;;-2.924.262;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;165.594;;;;;;-3.089.856;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;122.694;;;;;;-3.212.550;
;;;;;;;;;;;;;;;;;;;;
Total 401010101 COMBUSTIBLES;;;;;;;;;;;;;3.212.550;;;;;;-3.212.550;
Obra;;;;;20103 CARGADORES;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
20;;;Octubre;;12.441;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;40.173;FAEL/40173/Janssen Maquinaria Spa;;;33.540;;;;;;-33.540;
20;;;Octubre;;12.443;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;40.171;FAEL/40171/Janssen Maquinaria Spa;;;141.384;;;;;;-174.924;
20;;;Octubre;;12.445;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;40.172;FAEL/40172/Janssen Maquinaria Spa;;;63.986;;;;;;-238.910;
30;;;Octubre;;12.555;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.386;PERNOS-TUERCAS-GOLILLAS CF04;;;6.195;;;;;;-245.105;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO BALWIN PA4991;;;53.914;;;;;;-299.019;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO BALDWIN PA 2798;;;18.943;;;;;;-317.962;
31;;;Octubre;;12.815;;Traspaso;;0;REFRIGERANTE TAMBOR;;;51.000;;;;;;-368.962;
31;;;Octubre;;12.815;;Traspaso;;0;MANGUERA PARKER 1/2 R2;;;14.000;;;;;;-382.962;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO DONALDSON P550519;;;28.284;;;;;;-411.246;
31;;;Octubre;;12.815;;Traspaso;;0;FERRULA R2AT 1;;;13.940;;;;;;-425.186;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO DONALDSON P165659;;;79.000;;;;;;-504.186;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO FLEETGUARD AF25619;;;69.422;;;;;;-573.608;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO PARKER R160T;;;36.712;;;;;;-610.320;
31;;;Octubre;;12.815;;Traspaso;;0;MANGUERA 3/8;;;2.948;;;;;;-613.268;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO VOLVO 17438617;;;171.213;;;;;;-784.481;
31;;;Octubre;;12.815;;Traspaso;;0;K9 FERRULA R2AT DE 3/8;;;1.760;;;;;;-786.241;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO FLEETGUARD FF5507;;;12.018;;;;;;-798.259;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO FLEETGUARD LF3654;;;9.709;;;;;;-807.968;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO BALDWIN PA5311;;;12.274;;;;;;-820.242;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO BALWIN PA2805;;;44.093;;;;;;-864.335;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO BALWIN PA5310;;;33.115;;;;;;-897.450;
31;;;Octubre;;12.815;;Traspaso;;0;BOLSA DE PAÑOS;;;1.565;;;;;;-899.015;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-903.781;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-908.547;
31;;;Octubre;;12.815;;Traspaso;;0;LIMPIADOR DE FRENO DE 500ML;;;4.766;;;;;;-913.313;
31;;;Octubre;;12.815;;Traspaso;;0;FILTRO AIRE SEGURIDAD VOE11110023;;;39.060;;;;;;-952.373;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;13.404;;;;;;-965.777;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 15W40 RIMULA R4;;;3.351;;;;;;-969.128;
31;;;Octubre;;12.815;;Traspaso;;0;VOLVO AUTOMATIC TRANS FLUID AT102 20 LT;;;792.801;;;;;;-1.761.929;
31;;;Octubre;;12.815;;Traspaso;;0;ACEITE 68 TAMBOR;;;39.000;;;;;;-1.800.929;
30;;;Noviembre;;13.564;;Traspaso;;0;LINK VOLVO (VO11093777);;;4.033.709;;;;;;-5.834.638;
30;;;Noviembre;;13.564;;Traspaso;;0;CASQUILLO VOLVO (VO11093776);;;256.953;;;;;;-6.091.591;
30;;;Noviembre;;13.564;;Traspaso;;0;CASQUILLO VOLVO (VO17424730);;;242.202;;;;;;-6.333.793;
30;;;Noviembre;;13.564;;Traspaso;;0;FILTRO APTO 2901932OE;;;134.568;;;;;;-6.468.361;
30;;;Noviembre;;13.564;;Traspaso;;0;PISTON;;;197.040;;;;;;-6.665.401;
30;;;Noviembre;;13.564;;Traspaso;;0;BUJE VOLVO;;;426.688;;;;;;-7.092.089;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;7.092.089;;;;;;-7.092.089;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
14;;;Octubre;;12.440;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;39.950;FAEL/39950/Janssen Maquinaria Spa;;;782.184;;;;;;-782.184;
17;;;Octubre;;12.432;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;266;FAEL/266/SERVICIO INDUSTRIALES CODHEMAR SPA;;;1.380.000;;;;;;-2.162.184;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;2.162.184;;;;;;-2.162.184;
Cuenta;;;;;401010104 ELEMENTOS DE PROTECCION PERSONAL;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.815;;Traspaso;;0;OVEROL PAPEL TALLA XXL;;;890;;;;;;-890;
;;;;;;;;;;;;;;;;;;;;
Total 401010104 ELEMENTOS DE PROTECCION PERSONAL;;;;;;;;;;;;;890;;;;;;-890;
Obra;;;;;20103 CARGADORES;;;;;;;;;;;;;;;
Cuenta;;;;;401010108 REMUNERACIONES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.817;;Traspaso;;0;Sueldo;;;627.269;;;;;;-627.269;
31;;;Octubre;;12.817;;Traspaso;;0;Gratificación;;;177.569;;;;;;-804.838;
31;;;Octubre;;12.817;;Traspaso;;0;Movilizacion;;;50.000;;;;;;-854.838;
31;;;Octubre;;12.817;;Traspaso;;0;Reliquidacion;;;83.007;;;;;;-937.845;
31;;;Octubre;;12.817;;Traspaso;;0;Colacion;;;80.000;;;;;;-1.017.845;
31;;;Octubre;;12.817;;Traspaso;;0;;;;7.991;;;;;;-1.025.836;
31;;;Octubre;;12.817;;Traspaso;;0;;;;888;;;;;;-1.026.724;
31;;;Octubre;;12.817;;Traspaso;;0;SIS;;;13.229;;;;;;-1.039.953;
31;;;Octubre;;12.817;;Traspaso;;0;Aportes Patronales Gasto;;;21.308;;;;;;-1.061.261;
31;;;Octubre;;12.817;;Traspaso;;0;Mutualidad;;;8.257;;;;;;-1.069.518;
28;;;Noviembre;;13.561;;Traspaso;;0;Sueldo;;;627.269;;;;;;-1.696.787;
28;;;Noviembre;;13.561;;Traspaso;;0;Gratificación;;;186.888;;;;;;-1.883.675;
28;;;Noviembre;;13.561;;Traspaso;;0;Movilizacion;;;50.000;;;;;;-1.933.675;
28;;;Noviembre;;13.561;;Traspaso;;0;Reliquidacion;;;120.283;;;;;;-2.053.958;
28;;;Noviembre;;13.561;;Traspaso;;0;Colacion;;;80.000;;;;;;-2.133.958;
28;;;Noviembre;;13.561;;Traspaso;;0;;;;8.410;;;;;;-2.142.368;
28;;;Noviembre;;13.561;;Traspaso;;0;;;;934;;;;;;-2.143.302;
28;;;Noviembre;;13.561;;Traspaso;;0;SIS;;;13.923;;;;;;-2.157.225;
28;;;Noviembre;;13.561;;Traspaso;;0;Aportes Patronales Gasto;;;22.427;;;;;;-2.179.652;
28;;;Noviembre;;13.561;;Traspaso;;0;Mutualidad;;;8.690;;;;;;-2.188.342;
;;;;;;;;;;;;;;;;;;;;
Total 401010108 REMUNERACIONES;;;;;;;;;;;;;2.188.342;;;;;;-2.188.342;
Cuenta;;;;;401020107 CORRESPONDENCIA;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
5;;;Diciembre;;13.311;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;2.686.799;ENCOMIENDA BODEGA-ENCOMIENDA CF04;;;3.446;;;;;;-3.446;
;;;;;;;;;;;;;;;;;;;;
Total 401020107 CORRESPONDENCIA;;;;;;;;;;;;;3.446;;;;;;-3.446;
;;;;;;;;;;;;;;;;;;;;
Total 2010300003 CF-04 CARGADOR FRONTAL VOLVO CF-04;;;;;;;;;;;;;14.659.501;;;191.505;;;-3.446;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010300005 MC-03 MONTACARGA TOYOTA;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
1;;;Octubre;;12.360;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;1.526;FAEL/1526/RAMIREZ SAEZ ISMAEL ERISALDO;;;110.924;;;;;;-110.924;
31;;;Octubre;;12.815;;Traspaso;;0;FERRULA 3/8 R2;;;7.104;;;;;;-118.028;
31;;;Octubre;;12.815;;Traspaso;;0;HEMBRA JIC 3/8 X 1/4;;;4.470;;;;;;-122.498;
31;;;Octubre;;12.815;;Traspaso;;0;MACHO JIC 3/8;;;671;;;;;;-123.169;
31;;;Octubre;;12.815;;Traspaso;;0;REFRIGERANTE TAMBOR;;;5.100;;;;;;-128.269;
31;;;Octubre;;12.815;;Traspaso;;0;MANGUERA 3/8;;;5.896;;;;;;-134.165;
17;;;Diciembre;;13.566;;Traspaso;;409;REPUESTO TOYOTA 12 V 9D  GUA HORQUILLA TOYOTA;;;84.000;;;;;;-218.165;
;;;;;;;;;;;;;;;;;;;;
Total 401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;218.165;;;;;;-218.165;
Cuenta;;;;;401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Diciembre;;13.854;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;1.137;FAEL/1137/SERVICIOS DE VULCANIZACION SERVANDO FIGUEROA;;;10.000;;;;;;-10.000;
;;;;;;;;;;;;;;;;;;;;
Total 401010103 REPARACIONES  Y MANTENCION;;;;;;;;;;;;;10.000;;;;;;-10.000;
;;;;;;;;;;;;;;;;;;;;
Total 2010300005 MC-03 MONTACARGA TOYOTA;;;;;;;;;;;;;228.165;;;;;;-10.000;
;;;;;;;;;;;;;;;;;;;;
C.Costo;;;;;2010300006 CF-05 CARGADOR CLINTON2;;;;;;;;;;;;;;;
Cuenta;;;;;301010101 INGRESOS ARRIENDO MAQUINARIA;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
9;;;Octubre;;12.052;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.527;FECN/2527/MELON SA;;;;;;5.170.646;;;5.170.646;
12;;;Noviembre;;12.752;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.555;FECN/2555/MELON SA;;;;;;7.336.260;;;12.506.906;
11;;;Diciembre;;13.386;;Traspaso;FACTURA ELECTRONICA CLIENTES;2.577;FECN/2577/MELON SA;;;;;;6.306.502;;;18.813.408;
;;;;;;;;;;;;;;;;;;;;
Total 301010101 INGRESOS ARRIENDO MAQUINARIA;;;;;;;;;;;;;;;;18.813.408;;;18.813.408;
Obra;;;;;20103 CARGADORES;;;;;;;;;;;;;;;
Cuenta;;;;;401010101 COMBUSTIBLES;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;56.712;;;;;;-56.712;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;72.558;;;;;;-129.270;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;52.260;;;;;;-181.530;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;42.906;;;;;;-224.436;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;50.286;;;;;;-274.722;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;53.754;;;;;;-328.476;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;54.002;;;;;;-382.478;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;58.956;;;;;;-441.434;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;51.120;;;;;;-492.554;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;34.840;;;;;;-527.394;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;75.777;;;;;;-603.171;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;55.878;;;;;;-659.049;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;48.462;;;;;;-707.511;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;32.528;;;;;;-740.039;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;53.676;;;;;;-793.715;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;57.352;;;;;;-851.067;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;55.891;;;;;;-906.958;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;89.301;;;;;;-996.259;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;46.704;;;;;;-1.042.963;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;26.412;;;;;;-1.069.375;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;42.600;;;;;;-1.111.975;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;60.492;;;;;;-1.172.467;
31;;;Octubre;;12.813;;Traspaso;;0;DIESEL;;;34.080;;;;;;-1.206.547;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;51.480;;;;;;-1.258.027;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;81.338;;;;;;-1.339.365;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;150.337;;;;;;-1.489.702;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;86.900;;;;;;-1.576.602;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;61.699;;;;;;-1.638.301;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;55.877;;;;;;-1.694.178;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;62.568;;;;;;-1.756.746;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;40.930;;;;;;-1.797.676;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;111.930;;;;;;-1.909.606;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;82.810;;;;;;-1.992.416;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;90.168;;;;;;-2.082.584;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;71.604;;;;;;-2.154.188;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;56.576;;;;;;-2.210.764;
30;;;Noviembre;;13.562;;Traspaso;;0;DIESEL;;;54.172;;;;;;-2.264.936;
;;;;;;;;;;;;;;;;;;;;
Total 401010101 COMBUSTIBLES;;;;;;;;;;;;;2.264.936;;;;;;-2.264.936;
Obra;;;;;20103 CARGADORES;;;;;;;;;;;;;;;
Cuenta;;;;;401010102 REPUESTOS Y ACCESORIOS;;;;;;;;;;;;;;;
Dia;;;Mes;;Comp.;;Tipo;Tipo documento;Docto.;Glosa;;;Perdida;;;Ganancia;;;Saldo;
9;;;Octubre;;12.376;;Traspaso;aFACTURA ELECTRONICA PROVEEDORES;13.231;FAEL/13231/AMERICAN IMPORTS SPA;;;20.000;;;;;;-20.000;
