Fecha;Código Máquina;Centro Costo;Código Cuenta;Cuenta;Glosa;Gasto;Ingreso
01-10-2025;CG-01;2020100019 CG-01 CAMION MITSUBISHI CANTER YX-4975;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,722;
01-10-2025;CG-01;2020100019 CG-01 CAMION MITSUBISHI CANTER YX-4975;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$137;
01-10-2025;CG-02;2020100006 CG-02 CAMIÓN  FOTON GANADERO GGBJ29;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$137;
01-10-2025;CG-02;2020100006 CG-02 CAMIÓN  FOTON GANADERO GGBJ29;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,722;
01-10-2025;CP-02;2020100012 CP-02 CAMIÓN  FOTON  HKST11;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$136;
01-10-2025;CP-02;2020100012 CP-02 CAMIÓN  FOTON  HKST11;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,723;
01-10-2025;CP-03;2020100011 CP-03 CAMIÓN  FOTON  HKFG20;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$30,195;
01-10-2025;CP-06;2020100003 CP-06 CAMIÓN  SINOTRUK PLUMA DJBD80;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$30,195;
01-10-2025;CT-06;2020100001 CT-06 CAMIÓN FREIGHTLINER AMARILLO BSLY;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,722;
01-10-2025;CT-06;2020100001 CT-06 CAMIÓN FREIGHTLINER AMARILLO BSLY;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$137;
01-10-2025;CT-07;2020100002 CT-07 CAMIÓN  FREIGHTLINER BLANCO  CHPV;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$136;
01-10-2025;CT-07;2020100002 CT-07 CAMIÓN  FREIGHTLINER BLANCO  CHPV;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,723;
01-10-2025;CT-08;2020100008 CT-08 CAMIÓN JAC TOLVA GVFS56;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$30,195;
01-10-2025;CT-09;2020100016 CT-09 CAMION JAC TOLVA GGFY95;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$137;
01-10-2025;CT-09;2020100016 CT-09 CAMION JAC TOLVA GGFY95;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,722;
01-10-2025;CT-10;2020100009 CT-10 CAMIÓN FOTON TOLVA HKDX21;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$30,195;
01-10-2025;CT-11;2020100010 CT-11 CAMIÓN  FOTON TOLVA HKDX24;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$30,195;
01-10-2025;CT-35;2020100051 CT-35 VJGH99 IVECO TRAKKER 410 CAMION T;401010116;401010116 PERMISO DE CIRCULACI;PCIRC VJGH99;$86,581;
01-10-2025;CT-37;2020100052 CT-37 VJGJ10  IVECO TRAKKER 500 CAMION ;401010116;401010116 PERMISO DE CIRCULACI;PCIRC VJGJ10;$86,581;
01-10-2025;CT-38;2020100053 CT-38 VJGJ12  IVECO TRAKKER 500 CAMION ;401010116;401010116 PERMISO DE CIRCULACI;PCIRC VJGJ12;$86,581;
01-10-2025;GM-04;2010500005 GM-04 GRUA TEREX RT-345-1;401010102;REPUESTOS Y ACCESORIOS;FAEL/24444/MADERAS TOMECO LTDA.;$58,000;
01-10-2025;MC-03;2010300005 MC-03 MONTACARGA TOYOTA;401010102;REPUESTOS Y ACCESORIOS;FAEL/1526/RAMIREZ SAEZ ISMAEL ERISALDO;$110,924;
01-10-2025;TC-01;2020100015 TC-01 CAMIÓN  IVECO CHOCO ZW5118;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$137;
01-10-2025;TC-01;2020100015 TC-01 CAMIÓN  IVECO CHOCO ZW5118;401010115;POLIZA DE SEGURO;FAEL/8020176/Seguros Generales Suramericana Sa;$171,722;
01-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401010119;401010119 CUOTAS LEASING;FAEL/7485912/ITAU CORPBANCA;$2,831,030;
02-10-2025;;1010100002 TALLER;401010102;REPUESTOS Y ACCESORIOS;FAEL/96537/CHILEMAQ S.A.;$837,250;
02-10-2025;;1010100002 TALLER;401010102;REPUESTOS Y ACCESORIOS;FAEL/6371859/PRODALAM S.A.;$452,196;
02-10-2025;C-53;3010100017 CAMIONETA RAPTOR VGKX-71;401010103;REPARACIONES Y MANTENCION;FAEL/554300/COMERC. DE NEUMATICOS BACON LT;$23,529;
02-10-2025;CB-03;2020100029 CB-03 CAMA BAJA SERVICE TRILERS PAT PWS;401010116;401010116 PERMISO DE CIRCULACI;PCIRC PWSF12;$104,936;
02-10-2025;CG-02;2020100006 CG-02 CAMIÓN  FOTON GANADERO GGBJ29;401010116;401010116 PERMISO DE CIRCULACI;PCIRC GGBJ29;$139,914;
02-10-2025;CI-02;2020100036 CI-02 CAMION FREIGHTLINER GGHD-72;401010116;401010116 PERMISO DE CIRCULACI;PCIRC GGHD72;$209,871;
02-10-2025;CP-02;2020100012 CP-02 CAMIÓN  FOTON  HKST11;401010116;401010116 PERMISO DE CIRCULACI;PCIRC HKST11;$139,914;
02-10-2025;CP-04;2020100017 CP-04 CAMION MITSUBISHI CANTER LBLG59;401010117;401010117 REVISION TECNICA;FX 258640 REV TECNICA LBLG59;$15,840;
02-10-2025;CP-04;2020100017 CP-04 CAMION MITSUBISHI CANTER LBLG59;401030107;OTROS GASTOS;VALE 79 REVISION TECNICA LBLG59;$40,000;
02-10-2025;CT-07;2020100002 CT-07 CAMIÓN  FREIGHTLINER BLANCO  CHPV;401010116;401010116 PERMISO DE CIRCULACI;PCIRC CHPV26;$209,871;
02-10-2025;CT-19;2020100024 CT-19 CAMION AROCS RCKP-79;401030102;401030102 MULTAS DE INSTITUCIO;MULTA RKYD79;$632,525;
02-10-2025;CT-35;2020100051 CT-35 VJGH99 IVECO TRAKKER 410 CAMION T;401010117;401010117 REVISION TECNICA;FX 196275  REVISION TECNICA VJGH99;$20,714;
02-10-2025;CT-36;2020100054 CT-36 VJGJ11 IVECO TRAKKER 410;401010116;401010116 PERMISO DE CIRCULACI;PCIRC VJGJ11;$86,581;
02-10-2025;CT-37;2020100052 CT-37 VJGJ10  IVECO TRAKKER 500 CAMION ;401010117;401010117 REVISION TECNICA;FX 196273 REV TECNICA VJGJ10;$20,714;
02-10-2025;CT-38;2020100053 CT-38 VJGJ12  IVECO TRAKKER 500 CAMION ;401010117;401010117 REVISION TECNICA;FX 196274 REV TECNICA VJGJ12;$20,714;
02-10-2025;MN-02;2010400001 MN-02 MOTONIVELADORA KOMATSU;401010116;401010116 PERMISO DE CIRCULACI;PCIRC CKPV95;$34,979;
02-10-2025;MN-03;2010400003 MN-03 MOTONIVELADORA KOMATSU;401010116;401010116 PERMISO DE CIRCULACI;PCIRC KTRL62;$34,979;
02-10-2025;MN-04;2010400004 MN-04 MOTONIVELADORA VOLVO, PPU YF-5586;401010116;401010116 PERMISO DE CIRCULACI;PCIRC YF5586;$34,979;
02-10-2025;RX-05;2010100007 RX-05 RETROEXCAVADORA NH;401010116;401010116 PERMISO DE CIRCULACI;PCIRC GYXY37;$34,979;
02-10-2025;RX-06;2010100008 RX-06 RETROEXCAVADORA NH;401010116;401010116 PERMISO DE CIRCULACI;PCIRC GYXY36;$34,979;
02-10-2025;RX-07;2010100004 RX-07 RETROEXCAVADORA JCB  RJCB-4 HYVX6;401010116;401010116 PERMISO DE CIRCULACI;PCIRC HYVX68;$34,979;
02-10-2025;RX-08;2010100010 RX-08 RETROEXCAVADORA JOHN DEERE TRSL-9;401010116;401010116 PERMISO DE CIRCULACI;PCIRC TRSL99;$34,979;
02-10-2025;RX-09;2010100011 RX-09 RETROEXCAVADORA JOHN DEERE TRSL-9;401010116;401010116 PERMISO DE CIRCULACI;PCIRC TRSL95;$34,979;
02-10-2025;TC-01;2020100015 TC-01 CAMIÓN  IVECO CHOCO ZW5118;401010116;401010116 PERMISO DE CIRCULACI;PCIRC JB9034;$104,936;
02-10-2025;TC-01;2020100015 TC-01 CAMIÓN  IVECO CHOCO ZW5118;401010116;401010116 PERMISO DE CIRCULACI;PCIRC ZW5118;$104,936;
02-10-2025;TC-02;2020100004 TC-02 TRACTO CAMIÓN INTERNATIONAL DSBH5;401010116;401010116 PERMISO DE CIRCULACI;PCIRC DSBH56;$104,936;
02-10-2025;TC-02;2020100004 TC-02 TRACTO CAMIÓN INTERNATIONAL DSBH5;401010116;401010116 PERMISO DE CIRCULACI;PCIRC JB3026;$104,936;
02-10-2025;TC-02;2020100004 TC-02 TRACTO CAMIÓN INTERNATIONAL DSBH5;401010116;401010116 PERMISO DE CIRCULACI;PCIRC JB9039;$104,936;
02-10-2025;TC-02;2020100004 TC-02 TRACTO CAMIÓN INTERNATIONAL DSBH5;401030102;401030102 MULTAS DE INSTITUCIO;MULTA DSBH56;$18,423;
02-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401010116;401010116 PERMISO DE CIRCULACI;PCIRC JN6041;$104,936;
02-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401010116;401010116 PERMISO DE CIRCULACI;PCIRC RKYD79;$104,936;
02-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401010116;401010116 PERMISO DE CIRCULACI;PCIRC HXFZ45;$104,936;
03-10-2025;;1010100002 TALLER;401010102;REPUESTOS Y ACCESORIOS;FAEL/9129/ANVALCHILE SPA;$46,891;
03-10-2025;;1010100002 TALLER;401010102;REPUESTOS Y ACCESORIOS;FAEL/96545/CHILEMAQ S.A.;$144,500;
03-10-2025;C-04;3010100002 C-04 JAC GBPH77;401010112;401010112 ALIMENTACION;B/62801 VIATICO J.ZAPATA 29.09.2025 VISA LEO;$4,800;
03-10-2025;C-15;2030100003 C-15 MITSUBISHI  KPGT72;401010105;401010105 PEAJES Y TRANSBORDAD;2 PEAJES A LANCO KPGT72;$7,000;
03-10-2025;C-30;2030100049 C-30 JMC VIGUS 6472 RWRH50;401010105;401010105 PEAJES Y TRANSBORDAD;2 PEAJES OSORNO RETIRO REP BARREDORA LAYMOR;$4,400;
03-10-2025;C-38;2030100057 C-38 MAXUS T60 4x4 2.8 DXCS SRPL59;401010112;401010112 ALIMENTACION;4 VIATICOS 12-22-23-24 JC LEAL VISA LEO;$28,000;
03-10-2025;CP-07;2020100005 CP-07 CAMIÓN PLUMA DZYT-67;401010105;401010105 PEAJES Y TRANSBORDAD;3 PEAJES A PTO MONTT DIFOR DEJAR CP07;$14,500;
03-10-2025;CP-07;2020100005 CP-07 CAMIÓN PLUMA DZYT-67;401010111;401010111 PASAJES NACIONALES;PASJE BASUALTO RETORNO PTO MONTT LOS LAGOS;$15,000;
03-10-2025;CP-07;2020100005 CP-07 CAMIÓN PLUMA DZYT-67;401010112;401010112 ALIMENTACION;B/220793 BASUALTO VIAJE PTO MONTT;$1,500;
03-10-2025;CP-07;2020100005 CP-07 CAMIÓN PLUMA DZYT-67;401030107;OTROS GASTOS;VALE 1 PASAJE DIFOR AL TERMINAL BASUALTO;$1,000;
03-10-2025;CT-30;2020100045 CT-30 CAMION MACK YU-4568;401010112;401010112 ALIMENTACION;BOLETA 2 COLACIONES ALVAREZ CORONADO CHOSHUENCO CT;$13,884;
03-10-2025;CT-33;2020100048 CT-33 CAMION MACK YU-4931;401010116;401010116 PERMISO DE CIRCULACI;SOAP YU4931;$206,810;
03-10-2025;CT-33;2020100048 CT-33 CAMION MACK YU-4931;401030107;OTROS GASTOS;CAV YU4931;$1,430;
03-10-2025;CT-34;2020100049 CT-34 CAMION MACK YU-4943;401010116;401010116 PERMISO DE CIRCULACI;SOAP YU4943;$206,810;
03-10-2025;CT-35;2020100051 CT-35 VJGH99 IVECO TRAKKER 410 CAMION T;401010102;REPUESTOS Y ACCESORIOS;FX 82 ADHESIVO PUERTA 3 CAMIONES IVECO NUEVOS;$12,605;
03-10-2025;CT-35;2020100051 CT-35 VJGH99 IVECO TRAKKER 410 CAMION T;401010112;401010112 ALIMENTACION;B/270048 VIATICO COMPAY RUPUMEICA CT35;$7,000;
03-10-2025;CT-36;2020100054 CT-36 VJGJ11 IVECO TRAKKER 410;401010117;401010117 REVISION TECNICA;FX 196402 REV TEC IVECO NUEVO VJGJ11;$20,714;
03-10-2025;CT-37;2020100052 CT-37 VJGJ10  IVECO TRAKKER 500 CAMION ;401010102;REPUESTOS Y ACCESORIOS;FX 82 ADHESIVO PUERTA 3 CAMIONES IVECO NUEVOS;$12,605;
03-10-2025;CT-38;2020100053 CT-38 VJGJ12  IVECO TRAKKER 500 CAMION ;401010102;REPUESTOS Y ACCESORIOS;FX 82 ADHESIVO PUERTA 3 CAMIONES IVECO NUEVOS;$12,605;
03-10-2025;EX-06;2010200008 EX-06 EXCAVADORA JCB 330;401010103;REPARACIONES Y MANTENCION;FAEL/3895/SOCIEDAD COMERCIAL E INDUSTRIAL ZIROTTI ;$770,000;
03-10-2025;EX-08;2010200003 EX-08 EXC KOMATSU PC200;401010102;REPUESTOS Y ACCESORIOS;FAEL/589830/PERNOS SAN MARTIN LIMITADA;$69,905;
03-10-2025;GM-04;2010500005 GM-04 GRUA TEREX RT-345-1;401020107;401020107 CORRESPONDENCIA;FX 2648695 ENCOMIENDA GM04;$3,445;
03-10-2025;TC-02;2020100004 TC-02 TRACTO CAMIÓN INTERNATIONAL DSBH5;401010116;401010116 PERMISO DE CIRCULACI;PCIRC JB1879 2024;$123,331;
03-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401010116;401010116 PERMISO DE CIRCULACI;PCIRC JB1879 2025;$104,936;
03-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401030107;OTROS GASTOS;CAV JB1879;$1,430;
06-10-2025;BA-01;2010900002 [BA-01 BARREDORA LAYMOR] - LAYMOR;401010102;REPUESTOS Y ACCESORIOS;FAEL/611/HIDRACAR OSORNO SPA;$36,800;
06-10-2025;C-20;3010100008 C-20 MITSUBISHI L200 RCZX23;401010101;COMBUSTIBLES;FAEL/29439949/Copec S.a;$38,569;
06-10-2025;C-20;3010100008 C-20 MITSUBISHI L200 RCZX23;401010101;COMBUSTIBLES;FAEL/29439949/Copec S.a;$4,493;
06-10-2025;C-25;2030100042 C-25 MAXUS 4x4 RHDY49;401010115;POLIZA DE SEGURO;PAC SEGURO CAMIONETA;$15,399;
06-10-2025;C-37;3010100012 C-37 MAXUS 4654 SLCT28;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;C-38;2030100057 C-38 MAXUS T60 4x4 2.8 DXCS SRPL59;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;C-39;2030100060 C-39 MAXUS T60 4x4 2.8 DXCS SRPL60;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;C-43;3010100013 C-43 MITSUBISHI L200 STWW21;401010105;401010105 PEAJES Y TRANSBORDAD;FAEE/2053654/OPERADORA DE SISTEMAS ELECTRONICOS SP;$6,288;
06-10-2025;C-43;3010100013 C-43 MITSUBISHI L200 STWW21;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;C-45;2030100055 C-45 MAXUS 8943 SLCT29;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;C-51;3010100001 C-51 CAMIONETA PEUGEOT PARTNER TSXT-79;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;C-53;3010100017 CAMIONETA RAPTOR VGKX-71;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;CP-05;2020100030 CP-05 CAMION MITSUBISHI FUSO RKYD89;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;CT-14;2020100025 CT-14 CAMION MERCEDES TOLVA RCKP70;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;CT-15;2020100026 CT-15 CAMION MERCEDES TOLVA RCKP71;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;CT-16;2020100027 CT-16 CAMION MERCEDES TOLVA RCKP72;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;EX-08;2010200003 EX-08 EXC KOMATSU PC200;401010102;REPUESTOS Y ACCESORIOS;FAEL/13161/AMERICAN IMPORTS SPA;$10,350;
06-10-2025;MB-01;2030100066 MB-01 FURGON SPRINTER KDWS-38;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;TC-01;2020100015 TC-01 CAMIÓN  IVECO CHOCO ZW5118;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
06-10-2025;TC-03;2020100031 TC-03 TRACTO CAMION MERCEDES RKYD79;401010105;401010105 PEAJES Y TRANSBORDAD;FAEL/4593597/Sociedad Concesionaria Vespucio Norte;$430;
07-10-2025;;1010100002 TALLER;401010102;REPUESTOS Y ACCESORIOS;B/ 3297717 ANILLEROS HIDRAULICOS;$54,300;
07-10-2025;;1010100002 TALLER;401010112;401010112 ALIMENTACION;B/615893 VIATICO CANELS RUPUMEICA 26.08;$4,800;
07-10-2025;;2030100046 CUATRIMOTO CF400 3013 THS 071-8(ECMA);401010102;REPUESTOS Y ACCESORIOS;FX 261 CAMARA-ACEITE CUATRIMOTO;$36,134;
07-10-2025;C-04;3010100002 C-04 JAC GBPH77;401010103;REPARACIONES Y MANTENCION;FAEL/5203830/ANTONIO CASTILLO S.A.;$43,529;
07-10-2025;C-21;2030100038 C-21 MITSUBISHI L200 RCZX26;301010102;301010102 INGRESOS ARRIENDO VE;FECN/2522/FAMILIA CONSTRUCTORA SPA;$650,000;$650,000
07-10-2025;C-23;2030100036 C-23 MAXUS  RCWX81;301010102;301010102 INGRESOS ARRIENDO VE;FECN/2521/INGENIERIA Y CONSTRUCCION HARCHA LTDA;$350,000;$350,000
07-10-2025;C-41;2030100056 C-41 FORD RANGER RAPTOR SDWX22;301010102;301010102 INGRESOS ARRIENDO VE;FECN/2521/INGENIERIA Y CONSTRUCCION HARCHA LTDA;$800,000;$800,000
07-10-2025;C-43;3010100013 C-43 MITSUBISHI L200 STWW21;401010105;401010105 PEAJES Y TRANSBORDAD;FAEE/1259905/SOCIEDAD CONCESIONARIA RUTA 5 CHILLAN;$12,800;
07-10-2025;C-47;2030100064 C-47 FORD F150 SXLL36;301010102;301010102 INGRESOS ARRIENDO VE;FECN/2522/FAMILIA CONSTRUCTORA SPA;$800,000;$800,000
07-10-2025;C-48;2030100065 C-48 STATION WAGON CHEVROLET TRAVERSE T;301010102;301010102 INGRESOS ARRIENDO VE;FECN/2524/HARCHA URIBE GEORGE ELIAS;$336,135;$336,135
07-10-2025;C-51;3010100001 C-51 CAMIONETA PEUGEOT PARTNER TSXT-79;401010102;REPUESTOS Y ACCESORIOS;FX 6979 PLUMILLAS TST79;$10,084;
07-10-2025;C-51;3010100001 C-51 CAMIONETA PEUGEOT PARTNER TSXT-79;401010102;REPUESTOS Y ACCESORIOS;FX 6980  AMPOLLETAS TSXT79;$10,084;
07-10-2025;CP-02;2020100012 CP-02 CAMIÓN  FOTON  HKST11;301010104;INGRESOS SERVICIOS TRANSPORTES;FECN/2519/INGENIERIA Y CONSTRUCCION HARCHA LTDA;$88,200;$88,200
07-10-2025;CP-05;2020100030 CP-05 CAMION MITSUBISHI FUSO RKYD89;301010104;INGRESOS SERVICIOS TRANSPORTES;FECN/2519/INGENIERIA Y CONSTRUCCION HARCHA LTDA;$145,600;$145,600
07-10-2025;CP-05;2020100030 CP-05 CAMION MITSUBISHI FUSO RKYD89;301010104;INGRESOS SERVICIOS TRANSPORTES;FECN/2521/INGENIERIA Y CONSTRUCCION HARCHA LTDA;$247,800;$393,400
07-10-2025;CP-8;2020100032 CP-8 CAMION PLUMA TECTOR SXBK-30;301010104;INGRESOS SERVICIOS TRANSPORTES;FECN/2520/INGENIERIA Y CONSTRUCCION HARCHA LTDA;$327,500;$327,500
07-10-2025;CT-07;2020100002 CT-07 CAMIÓN  FREIGHTLINER BLANCO  CHPV;401010102;REPUESTOS Y ACCESORIOS;FX 40663 CORREAS CHPV26;$43,613;
07-10-2025;CT-10;2020100009 CT-10 CAMIÓN FOTON TOLVA HKDX21;301010104;INGRESOS SERVICIOS TRANSPORTES;FECN/2523/ARIDOS MATERRA SPA;$327,600;$327,600
07-10-2025;CT-12;2020100020 CT-12 CAMION IVECO TOLVA PDSF74;401010112;401010112 ALIMENTACION;B/122598 VIATICO ALVAREZ CHOSHUENCO 29.08 CT12;$7,000;
07-10-2025;CT-20;2020100033 CT-20 CAMIÓN ARRENDADO BFTP53;401010116;401010116 PERMISO DE CIRCULACI;PCIRC BFTP53;$209,861;
07-10-2025;CT-23;2020100038 CT-23 CAMION MACK BSPZ-51;401010103;REPARACIONES Y MANTENCION;FAEL/211/PATRICIO NOCHES ROSALES;$117,647;
